indx	film	id	screens	runtime	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story
1926	Hyderabad Blues 2 - Rearranged Marriage	1775	25	111	Drama	0	Kukunoor Movies|SIC Productions	Nagesh Kukunoor|Vikram Inamdar|Elahe Hiptoola|Jyoti Dogra	Nagesh Kukunoor	Nagesh Kukunoor|Elahe Hiptoola	Salim-Sulaiman	none	Nagesh Kukunoor	Nagesh Kukunoor	Nagesh Kukunoor
1927	Tumse Milke... Wrong Number	1189	60	130	Thriller	0	ABC Pictures Pvt. Ltd.	Rakesh Bapat|Pravin Dabbas|Yash Tonk|Richa Pallod	Jignesh V. Vaishnav	Manoj D. Chaturvedi|Sanjay D. Chaturvedi	Daboo Malik	Sanjay Chhel|Praveen Bhardwaj	Rakesh Prasad	none	none
1928	Tada	590	20	146	Action	0	Jain Movies	Dharmendra|Mukesh Khanna|Sharad S. Kapoor|Monica Bedi	Shishir Annapurna	Raju L. Shanklesha	Dilip Sen-Sameer Sen	Sameer|Zaheer Anwar|Rani Malik	Pyarelal Sharma	none	none
1929	Dil Bechara Pyaar Ka Maara	1792	60	136	Romance	0	MVS Productions	Vikas Kalantri|Aslam Khan|Aman Sondhi|Rajpal Yadav	Onkar Nath Mishra	M.C. Pandey	Nikhil-Vinay	Praveen Bhardwaj|Rajeshwar Mishra	Onkar Nath Mishra	Onkar Nath Mishra	none
1930	Dobara	499	55	136	Drama	0	Anushka Eimages Pvt. Ltd.	Jackie Shroff|Raveena Tandon|Mahima Chaudhary|Gulshan Grover	Shashi Ranjan	Shashi Ranjan|Anu Ranjan	Anu Malik|Jasbir Jassi	Javed Akhtar	none	Subodh Chopra	none
1931	Ladies Tailor	1562	25	134	Comedy	0	Sri Raajeshwari Films	Rajpal Yadav|Kim Sharma|Razzak Khan|Manoj Pahwa	Uday Kant	Mamidala Srinivas|Peddabomma Vijay Kumar	Nishadh Chandra	Gajan Sagar|Ankit Sagar|Vimal Kashyap	none	none	none
1932	Bhavesh Joshi Superhero	3778	700	155	Drama	0	Eros International|Phantom Films|Reliance Entertainment	Harshvardhan Kapoor|Shreiyah Sabharwal|Priyanshu Painyuli|Ashish Verma	Vikramaditya Motwane	Madhu Mantena Varma|Anurag Kashyap|Vikas Bahl	Amit Trivedi	Amitabh Bhattacharya	Anurag Kashyap	none	none
1933	Zindagi 50-50	1277	350	127	Drama	0	Matey Moviez|Ramgopal Productions|Spotlight International Films	Rajan Verma|Riya Sen|Supriya Kumari|Veena Malik	Rajiv S. Ruia	Veeraj Kumar	Vivek Kar|Amjad-Nadeem	Ashish Pandit|Vivek Kar|Deepak Agarwal	none	none	none
1934	Mahabharat	2005	225	125	Other	0	Pen India Pvt. Ltd.	none	Aman Khan	Kushal Gada|Dhaval Jayantilal Gada	Rajendra Shiv	Ibrahim Ashik	none	none	Amjad Shaikh
1935	Time Pass	1704	45	103	Comedy	0	Shweta International	Arjun Punj|Sherlyn Chopra|Himani Shivpuri|Adi Irani	Chander Mishra	Anil Sharma	Sunil Jha	Sunil Jha	Chander Mishra	Chander Mishra	Chander Mishra
1936	Chupke Se	584	35	164	Romance	0	PLA Entertainment Pvt. Ltd.	Zulfi Sayed|Masumeh Makhija|Rati Agnihotri|Om Puri	Shona Urvashi	Jayshri Makhija	Vishal Bhardwaj|Ranjit Barot	Gulzar	Shona Urvashi|Abbas Tyrewala	none	none
1937	Shudra - The Rising	1157	225	120	Drama	0	Rudraksh Adventures Pvt. Ltd.	Kirran Sharad|Pravin Baby|Sridhar Dubey|Mahesh Balraj	Sanjiv Jaiswal	Sanjiv Jaiswal	Jaan Nissar Lone	Tanveer Ghazi	Sanjiv Jaiswal	Noor Mani	Sanjiv Jaiswal
1938	Krishna	1522	115	100	Other	0	Sethia Audio Video Pvt. Ltd.	none	Aman Khan	Shashikant Chheda	Bappi-Tutal|Rajendra Shiv	Sandeep Nath|Asad Ajmeri|Taufeeq Paalvi	none	none	none
1939	Heartless	2126	400	136	Thriller	0	Windmill Entertainment	Adhyayan Suman|Ariana Ayam|Om Puri|Deepti Naval	Shekhar Suman	Alka Suman	Gaurav Dagaonkar	Shekhar Suman|Seema Saini|Arafat Mehmood	Nina Arora	none	none
1940	My Name is Anthony Gonsalves	181	175	142	Comedy	0	E. Niwas Productions	Mithun Chakraborty|Nikhil Dwivedi|Amrita Rao|Pawan Malhotra	E. Niwas	E. Niwas	Himesh Reshammiya|Pritam	Sameer	Mayur Puri|Lajan Joseph Oommen	none	none
1941	Vaada Raha...	1116	275	117	Drama	0	Eros International|Next Gen Films|Top Angle Productions	Bobby Deol|Kangana Ranaut|Dwij Yadav|Mohnish Bahl	Samir Karnik	Sunil Lulla|Samir Karnik	Babbu Mann|Monty Sharma|Gourov Dasgupta|Rahul B. Seth	none	none	none	none
1942	Lahore	909	325	144	Drama	0	Sai Om Films Pvt. Ltd.	Farooque Shaikh|Nafisa Ali|Aanaahad|Sabyasachi Chakraborty	Sanjay Puran Singh Chauhan	Vivek Khatkar	M.M. Kreem	Piyush Mishra|Panchhi Jalonvi|Junaid Wasi	Sanjay Puran Singh Chauhan	none	none
1943	Aa Gaya Hero	3487	750	123	Romance	0	Mangal Tara TV & Films	Govinda|Juhi Khan|Richa Sharma|Chandrachur Singh	"Dipankar Senapati	"	Govinda	Shamir Tandon|Meet Bros|Arghya	Shabbir Ahmed|Arafat Mehmood	none	none	none
1944	Dal - The Gang	2030	20	180	Drama	0	S.M. International	Raja|Divya Khosla|Hitesh|Raj Devgan	Vicky Ranawat	Sanjay Thakur	Shyam-Surendra	Sudhakar Sharma	Vicky Ranawat	Arjun Arvind	Arjun Arvind
1945	Desh Devi Maa Ashapura Madhwali	1937	12	149	Other	0	Chandrakant Productions Pvt. Ltd.	Jaya Seal|Raj Singh Verma|Sri Vallabh Vyas|Rekha Rao	Milind Ukey	Meena Chandrakant Desai|Neha Nitin Desai	Ismail Darbar	Mehboob	Milind Ukey|Amarjeet Amle	none	none
1946	Meri Biwi Ka Jawab Nahin	503	25	133	Comedy	0	Iqbal Productions	Sridevi|Akshay Kumar|Gulshan Grover|Johny Lever	S.M. Iqbal|Pankaj Parashar	S.M. Iqbal	Shyam-Surendra|Laxmikant-Pyarelal	Majrooh Sultanpuri|Anand Bakshi	none	none	none
1947	Jwaala Daku	2132	15	0	Action	0	Khushi Films	Hemanshu|Kiran Kalyani|Ranjeet|Raza Murad	Vicky Ranawat	Vicky Ranawat	Shyam-Surendra|Sudhir Kamesra	Yusuf Khan|Sudhir Kamesra	S. Sachindra	none	none
1948	Char Dham	2611	20	151	Other	0	Super Cassettes Industries Pvt. Ltd.	Narendra Kumar|Pooja Ghai|Deepak Deolkar|Alok Nath	Uday Shankar	Gulshan Kumar	Surinder Kohli	Nandlal Pathak|Darshan Laad	Uday Shankar|K.A. Narayan	none	none
1949	Nigehbaan - The Third Eye	1739	50	132	Drama	0	Yunicorn Entertainment Pvt. Ltd.	Sameer Dharmadhikari|Sandali Sinha|Sayaji Shinde|Govind Namdeo	Dilip Shankar	Shantilal Bokadia	Himesh Reshammiya	Sameer	Dilip Shankar|Sayyed Sultan	Dilip Shankar	none
1950	3:00 AM	2314	500	110	Thriller	0	Essel Vision Productions Ltd.|Handprint Pictures	Rannvijay Singh|Anindita Nayar|Salil Acharya|Kavin Dave	Vishal Mahadkar	Richard De Varda|Siddharth Atha|Nitin Keni	Manan|Raeth Band|Pranay Rijia	none	none	none	none
1951	Striker	893	200	126	Drama	0	Makefilm|Studio 18	Siddharth|Padmapriya|Anup Soni|Aditya Pancholi	Chandan Arora	Chandan Arora	Shailendra Barve	none	Iqbal Merchant|Sunita Rajwar	Sunita Rajwar|Chandan Arora	none
1952	Tell Me O Kkhuda	850	325	129	Drama	0	H.M. Creations|Miraj Group	Dharmendra|Vinod Khanna|Rishi Kapoor|Farooque Shaikh	Hema Malini	Hema Malini	Pritam	Irshad Kamil|Mayur Puri	Mayur Puri|Ulka Puri	none	none
1953	Chala Mussaddi - Office Office	815	350	112	Comedy	0	Eagle Films Pvt. Ltd.	Pankaj Kapoor|Deven Bhojani|Manoj Pahwa|Sanjay Mishra	Rajiv Mehra	Rajiv Mehra|Umesh Mehra	Sajid Wajid	Gulzar	Ashwini Dhir	Ashwini Dhir	none
1954	Ek Haseena Thi Ek Deewana Tha	3557	725	105	Romance	0	Shree Krishna International	Shiv Darshan|Natasha Fernandez|Upen Patel|Lalit Tiwari	Suneel Darshan	Suneel Darshan	Nadeem Saifi	Nadeem Saifi|Faiz Anwar	Suneel Darshan|Akashdeep	none	none
1955	Le Chal Apne Sang	751	20	141	Romance	0	Jyoti Films	Nishant|Akanksha Malhotra|Alok Nath|Raza Murad	Vijay Kondke	Sunita Kondke	Raam-Laxman	Shaily Shailendra|Kiran Joshi|Ravindra Rawal|Dev Kohli	none	none	none
1956	Mirch	969	150	128	Comedy	0	Reliance Entertainment	Arunoday Singh|Shahana Goswami|Sushant Singh|Raima Sen	Vinay Shukla	none	Monty Sharma	Javed Akhtar	Vinay Shukla	Vinay Shukla	Vinay Shukla
1957	Shortcut Romeo	914	750	147	Thriller	0	Susi Ganesh Productions Pvt. Ltd.	Neil Nitin Mukesh|Ameesha Patel|Puja Gupta|Rajesh Shringharpure	Susi Ganesh	Manjari Susi Ganesh	Himesh Reshammiya	Shabbir Ahmed|Sanjay Masoom|Sameer	Susi Ganesh	none	none
1958	Vajra - The Weapon	1855	30	142	Action	0	Dhanraj Creative Arts	Jagat Singh|Shivani Rathod|Samir Khan|Jyoti Naval	Rajendra Rathi	S. Arun	Narendra Rathi	Afsar|S. Arun	S. Arun	Gyanesh	none
1959	Hum Kaun Hai	1806	90	111	Thriller	0	4U2C Films	Dimple Kapadia|Hansika Motwani|Moushumi Chatterjee|Vikram Gokhale	Ravi Shankar Sharma	Soni Juneja	none	none	Talat Rekhi	Talat Rekhi	Talat Rekhi
1960	Maine Gandhi Ko Nahin Mara	1669	70	99	Drama	0	Cutting Edge Entertainment	Anupam Kher|Urmila Matondkar|Pravin Dabbas|Rajit Kapoor	Jahnu Barua	Anupam Kher	Bappa Lahiri	none	none	Sanjay Chauhan|Jahnu Barua	Sanjay Chauhan
1961	Mr. 100% - The Real Player	1594	25	128	Drama	0	Jyoti Arts Productions	Aryan Vaid|Mahima Chaudhary|Payal Rohatgi|Irrfan Khan	Om Prakash Makkar	Piyush Kumar|Pawan Agarwal	Vijay Kapoor	Nawab Arzoo|Asis Kamal|Khan S.	none	none	none
1962	Delhii Heights	1454	160	120	Drama	0	Sivaji Productions	Jimmy Shergill|Neha Dhupia|Om Puri|Rohit Roy	Anand Kumar	Prabhu	Rabbi Shergill	Rabbi Shergill	Sanyukta Chawla	Anand Kumar|Sanyukta Chawla	none
1963	Na Ghar Ke Na Ghaat Ke	906	325	115	Comedy	0	Star Entertainment Pvt. Ltd.	Om Puri|Paresh Rawal|Neena Gupta|Ravi Kissen	Rahul Aggarwal	T.P. Aggarwal	Lalit Pandit	Mudassar Aziz	Aman Jaffery	Alok Upadhyaya	Alok Upadhyaya
1964	Saansein - The Last Breath	3433	550	110	Thriller	0	G.P.A. Productions	Rajneesh Duggal|Sonarika Bhadoria|Neetha Shetty|Hiten Tejwani	Rajiv S. Ruia	Vivek Agrawal|Goutam Jain	Vivek Kar	Kumaar	Shiraz Ahmed|Ram Patil	none	none
1965	Wafaa	1371	55	119	Drama	0	True Life Production	Rajesh Khanna|Shahib Khan|Laila Khan|Ahad Khan	Rakesh Sawant	Shambhu Pandey	Sayyed Ahmed|Ravi Pawar	Salim Raza|Shahab Allahabadi|Payam Sayeedi	none	none	none
1966	Three - Love Lies Betrayal	1112	325	125	Thriller	0	ASA Productions & Enterprises Pvt. Ltd.	Aashish Chaudhary|Akshay Kapoor|Nausheen Ali Sardar|Achint Kaur	Vishal Pandya	none	Chirantan Bhatt	Shakeel Azmi	Vikram Bhatt	Vikram Bhatt	Vikram Bhatt
1967	Parzania	1423	35	115	Drama	0	Circle Motion Pictures	Naseeruddin Shah|Corin Nemec|Sarika|Raj Zutshi	Rahul Dholakia	Rahul Dholakia|Kamal Patel|K.B. Sareen	Zakir Hussain	none	none	Rahul Dholakia|David N. Donihue	none
1968	Zindagi Khoobsoorat Hai	647	25	146	Drama	0	Sai Productions	Gurdas Mann|Tabu|Ashish Vidyarthi|Rajat Kapoor	Manoj Punj	Manjeet Maan	Anand Raj Anand|Hemant Parashar	Dev Kohli|Suraj Sanim|Nida Fazli	none	none	none
1969	Maatr	3513	650	112	Drama	0	Anjum Rizvi Film Company|CDB Musical Production|Manoj Adhikari Production|Pugmark Films	Raveena Tandon|Madhur Mittal|Anurag Arora|Divya Jagdale	Ashtar Sayed	Anjum Rizvi|Manoj Adhikari|Innama Sayed	Fuzon|Kavita Seth	Munawwar Rana	none	none	none
1970	I Love NY	2897	500	136	Romance	0	T-Series	Sunny Deol|Kangana Ranaut|Navin Chaudhary|Tannishtha Chatterjee	Radhika Rao|Vinay Sapru	Bhushan Kumar|Krishan Kumar	Pritam|Falak Shabir|Anupam Amod	none	none	none	none
1971	Life Mein Kabhi Kabhiee	1473	110	143	Drama	0	Baba Arts Limited	Dino Morea|Aftab Shivdasani|Anjori Alagh|Nauheed Cyrusi	Vikram Bhatt	none	Lalit Pandit	Sameer	none	Manoj Tyagi	Girish Dhamija
1972	Rabba Main Kya Karoon	1412	400	118	Comedy	0	Moti Sagar Associates Films|Sita Films Pvt. Ltd.|Trueman Entertainment Production	Arshad Warsi|Akash Chopra|Tahira Kochhar|Tonisha Pawar	Amrit Sagar	Moti Sagar	Labh Junjua|Salim-Sulaiman|Akash Chopra	Amitabh Bhattacharya	Moti Sagar	none	none
1973	Haal - E - Dil	885	225	131	Romance	0	Big Screen Entertainer|Eros International	Amita Pathak|Nakaul Mehta|Adhyayan Suman|Mukesh Tiwari	Anil Devgan	Kumar Mangat	Vishal Bhardwaj|Anand Raj Anand|Pritam|Raghav Sachar	Sameer	none	none	none
1974	Hot Mashooka - A Dangerous Lover	1697	15	91	Drama	0	Aman Movies International	Raj Gautam|Roshni Chopra|Jabeer|Komal Leesa	Arjun Raj	Alak Rai	Madan Atram	none	Arjun Raj	Arjun Raj	Arjun Raj
1975	Raat Ke Saudagar	1947	15	133	Drama	0	Veenus Movies International	Sabreena|Zahid Ali|Kirti Shetty|Aman Sagar	Yousaf Salim	Yousaf Salim	Dilip Sen-Sameer Sen	Mahendra Dahelvi|Yogesh	T. Saher	Subhash	none
1976	Sankat City	1092	100	111	Comedy	0	Seven Entertainment Ltd.	Kay Kay Menon|Rimi Sen|Anupam Kher|Chunky Pandey	Pankaj Advani	Anubhav Sinha	Ranjit Barot	Panchhi Jalonvi|Mehboob	Pankaj Advani	Pankaj Advani	none
1977	Allah Ke Banday	967	300	129	Action	0	Percept Picture Company|Rising Star Entertainment	Sharman Joshi|Faruk Kabir|Naseeruddin Shah|Atul Kulkarni	Faruk Kabir	Ravi Walia	Chirantan Bhatt|Naresh Sharma|Hamza Farooqui|Kailash Kher|Tarun-Vinayak	none	none	none	none
1978	Real Life Of Supermodel	1540	500	0	Thriller	0	Eye Telefilms Pvt. Ltd.|Maruti Movies Fiji Pvt. Ltd.|Pen n Camera International	Ashmit Patel|Veena Malik|Harsh Chhaya|Adi Irani	Navin Batra	Ravi Ahlawat	DJ Sheizwood	Kunwar Juneja|Hari Shanker|Dinesh Raghuvanshi	Sangeeta Ahlawat	none	none
1979	Hanuman Da Damdaar	3543	525	104	Other	0	R.A.T. Films|RNB Films	none	Ruchi Narain	Ruchi Narain|Taher Shabbir|Ashutosh Shah	Sneha Khanwalkar	Abhishek Dubey	Ruchi Narain	none	none
1980	Bhopal - A Prayer For Rain	2469	375	96	Drama	0	Rising Star Entertainment|Sahara One Motion Pictures	Kal Penn|Rajpal Yadav|Tannishtha Chatterjee|Mischa Barton	Ravi Kumar	Ravi Walia|Smanto Roy	Anoushka Shankar	none	Ravi Kumar|David Brooks	Ravi Kumar	none
1981	Photograph	5621	375	111	Drama	0	Amazon Studios|KNM Productions|Poetic Licence|Skywalk Films|The Match Factory	Nawazuddin Siddiqui|Sanya Malhotra|Akash Sinha|Farrukh Jaffar	Ritesh Batra	Michel Merkt|Viola Fugen|Michael Weber|Anish Savjani|Vincent Savino|Neil Kopp	none	none	none	none	none
1982	Miss Tanakpur Haazir Ho	2886	450	134	Drama	0	Crossword Films Pvt. Ltd.|Fox Star Studio India Pvt. Ltd.	Anu Kapoor|Om Puri|Sanjay Mishra|Hrishita Bhatt	Vinod Kapri	Vinay Tiwari	Sushmit Sen|Palash Muchhal	Vinod Kapri|Sakshi Joshi|Sanjeev Sharma	none	none	none
1983	Tere Liye	763	20	138	Drama	0	Zee Network	Arjun Punj|Ansh Thakur|Bhavna Pani|Shilpa Saklani	Sanjay Gadhvi	Devang Dholakia	Jeet-Pritam	Abbas Tyrewala	Anant Balani	Anant Balani	Anant Balani
1984	Radio	1103	275	109	Drama	0	Plus Entertainment Pvt. Ltd.	Himesh Reshammiya|Shenaz Treasurywala|Sonal Sehgal|Paresh Rawal	Ishaan Trivedi	Ravi Agrawal	Himesh Reshammiya	Subrat Sinha	Ishaan Trivedi	Ishaan Trivedi	Ishaan Trivedi
1985	Fever	3353	450	127	Thriller	0	ICM Entertainment Pvt. Ltd.|Jaya Sapthagiri Productions|Niche Film Farm|Plus Entertainment Pvt. Ltd.	Rajeev Khandelwal|Gauhar Khan|Gemma Atkinson|Ankita Makwana	Rajeev Jhaveri	Ravi Agrawal|Mahesh Balekundri|Ajay Chabbria|Rajath Manjunath	Onesia Rithner|Rahul Bhatt	none	none	none	none
1986	Rahasya	2602	325	125	Thriller	0	UVI Film Production Pvt. Ltd.|Viacom 18 Motion Pictures	Kay Kay Menon|Tisca Chopra|Ashish Vidyarthi|Mita Vashisht	Manish Gupta	Monica Vimal Mallika	Ranjit Barot	none	Manish Gupta	Manish Gupta	Manish Gupta
1987	Daas Dev	3754	500	140	Drama	0	Saptrishi Cinevision|Storm Pictures	Rahul Bhatt|Richa Chaddha|Aditi Rao Hydari|Saurabh Shukla	Sudhir Mishra	Sanjjeev Kumar	Sandesh Shandilya|Arko Pravo Mukherjee|Shamir Tandon|Anupam Roy|Vipin Patwa	none	none	none	none
1988	Rajjo	1764	425	137	Drama	0	Four Pillars Entertainment Pvt. Ltd.	Kangana Ranaut|Paras Arora|Mahesh Manjrekar|Prakash Raj	Vishwas Patil	M.H. Shah|U. A. Karande	Uttam Singh	Sameer|Dev Kohli	Jayant Pawar	none	none
1989	Game	1419	40	146	Thriller	0	Divvya Enterprises	Sameer Dharmadhikari|Sherlyn Chopra|Prashant Narayanan|Govind Namdeo	Shivram Yadav	Ram Mishra	Bappi-Tutal	Sandeep Nath	Saalam Khamboshi	Saalam Khamboshi	Saalam Khamboshi
1990	Bhookha Sher	707	6	110	Action	0	Savitri International	Dharmendra|Sapna|Sikandar|Chandrashekhar	Surender Kuku Kapoor	Surender Kuku Kapoor	Abhi-Raj	Afsar	Surender Kuku Kapoor	Surender Kuku Kapoor	Surender Kuku Kapoor
1991	Mudda - The Issue	589	30	155	Drama	0	Charmi Films Pvt. Ltd.	Arya Babbar|Prashant Narayanan|Aditya Shrivastava|Rajat Kapoor	Saurabh Shukla	Daksha Mavani	Jeet-Pritam	Saurabh Shukla|Chandrani Ganguly|Sanjay Swami	Saurabh Shukla	none	none
1992	Krishna Aur Kans	1162	200	118	Other	0	Reliance Entertainment	none	Vikram Veturi	none	Shantanu Moitra	Swanand Kirkire	Kamlesh Pandey	Kamlesh Pandey	Kamlesh Pandey
1993	Miley Naa Miley Hum	853	325	114	Romance	0	Maverick Productions	Chirag Paswan|Kangana Ranaut|Kabir Bedi|Poonam Dhillon	Tanveer Khan	Anuj Saxena	Sajid Wajid	Javed Akhtar	Tanveer Khan	Girish Dhamija|Tanveer Khan	none
1994	Zokkomon	796	350	105	Other	0	Walt Disney Pictures	Darsheel Safary|Anupam Kher|Manjari Fadnis|Gargi Datar	Satyajit Bhatkal	none	Shankar-Ehsaan-Loy	Javed Akhtar	Satyajit Bhatkal	Satyajit Bhatkal|Lancy Fernandes|Svati Chakravarty Bhatkal	none
1995	Chhota Sa Ghar	2805	12	142	Drama	0	Ultra Distributors Pvt. Ltd.	Vivek Mushran|Koyal|Parikshat Sahni|Beena Banerjee	Kalptaru	Sushil Kumar Agrawal	Rajesh Roshan	Rani Malik|Manohar Iyer|Indeevar	Keshav Rathod	none	none
1996	Anaarkali Of Aaraah	3495	325	113	Drama	0	Promodome Motion Pictures	Swara Bhaskar|Sanjay Mishra|Pankaj Tripathi|Istiyak Khan	Avinash Das	Priya Kapoor|Sandeep Kapoor	Rohit Sharma	Prashant Ingole|Avinash Das|Ravinder Randhawa	none	none	none
1997	Unlimited Nasha	1688	20	166	Drama	0	Vijayshri Productions	Sudesh Berry|Kumaar Aadarsh|Amrita Dhanoa|Nidhi Tiwari	Sanjay Khandelwal|Ravi K. Patwa	Ravi K. Patwa|Sanjay Khandelwal	Rakesh Trivedi|Ghulam Ali Chander|Baba Jagirdar	none	none	none	none
1998	The Film Emotional Atyachar	944	300	102	Drama	0	B2 Motion Pictures|Purple Haze Motion Pictures Pvt. Ltd.	Mohit Ahlawat|Ravi Kissen|Vinay Pathak|Ranvir Shorey	Akshay Shere	Vijay Gutte	Mangesh Dhakde	Amitabh Bhattacharya|Virag Mishra	Bhavini Bheda	Bhavini Bheda	none
1999	Dil Juunglee	3732	675	99	Drama	0	B4U|Excel Entertainment|Open Air Films	Taapsee Pannu|Saqib Saleem|Santosh Barmola|Nidhi Singh	Aleya Sen	Jacky Bhagnani|Mayank Jain|Mudit Jain|Deepshika Deshmukh	Toshi-Sharib|Guru Randhawa	none	none	none	none
2000	Rafta Rafta - The Speed	1602	45	142	Drama	0	Raj Dhairya Entertainment	Sameer Dharmadhikari|Viraj Kumar|Monica Castelino|Urmila Rao	Raj Sharma	Madhusudan Mehta	Dilip Sen-Sameer Sen	Nawab Arzoo	Nawab Arzoo	Nawab Arzoo	Nawab Arzoo
2001	The Legend Of Michael Mishra	3351	625	124	Romance	0	Eyecandy Films|Wave Cinemas	Arshad Warsi|Boman Irani|Aditi Rao Hydari|Kayoze Irani	Manish Jha	Shareen Mantri |Kishore Arora	Rishi-Siddharth|Abhinav Bansal|Nikhil-Ujjwal|Meet Bros	none	none	none	none
2002	Running Shaadi	3470	650	114	Romance	0	Crouching Tiger Motion Pictures|Rising Suns Films Pvt. Ltd.	Taapsee Pannu|Amit Sadh|Arsh Bajwa|Brijendra Kala	Amit Roy	Shoojit Sircar|Ronnie Lahiri	Abhishek-Akshay|Anjana Ankur Singh|Sandeep Madhavan|Anupam Roy	none	none	none	none
2003	The Murderer	873	75	120	Thriller	0	Aftab Pictures Pvt. Ltd.	Mahakshay Chakraborty|Simran|Monalisa|Raza Murad	Raj N. Sippy	Salim Aftab	Sohail Sen	Ibrahim Ashik	Ranbir Pushp	Ranbir Pushp	Ranbir Pushp
2004	Raat Gayi Baat Gayi	881	150	108	Drama	0	Pritish Nandy Communications	Rajat Kapoor|Iravati Harshe|Dalip Tahil|Vinay Pathak	none	Rangita Pritish Nandy|Rajat Kapoor|Pritish Nandy	Ankur Tewari	Ankur Tewari	Saurabh Shukla|Rajat Kapoor	none	none
2005	I Am Kalam	817	150	92	Drama	0	Smile Foundation	Harsh Mayar|Hussan Saad|Gulshan Grover|Pitobash	Nila Madhab Panda	Santanu Mishra	Susmit Bose	Shivji Doli|Kishore Thukral	Sanjay Chauhan	Sanjay Chauhan	Sanjay Chauhan
2006	Husn - Love & Betrayal	1559	20	120	Thriller	0	Sultaan Productions	Parmita Katkar|Yuvraj Parashar|Nethra Raghuraman|Sameer Dharmadhikari	Imtiaaz J. Khan	Farah Sultan Ahmed	Aadesh Shrivastava	Sameer	Imtiaaz J. Khan	Imtiaaz J. Khan	Imtiaaz J. Khan
2007	Koi Mere Dil Mein Hai	1703	50	134	Romance	0	Prime Hi-Tech Studios Pvt. Ltd.	Priyanshu Chatterjee|Dia Mirza|Rakesh Bapat|Neha	Deepak Ramsay	none	Nikhil-Vinay	Sameer|Faiz Anwar	Humayan Mirza	Humayan Mirza	M. Salim
2008	31st October	3420	600	102	Drama	0	Magic Pictures & Entertainment	Soha Ali Khan|Vir Das|Deep Raj Rana|Vineet Sharma	Harry Sachdeva	Harry Sachdeva	Vijay Verma	Mehboob|Moazzam Azm|Jagmeet Bal	Basant Kashyap	none	none
2009	Aatank Raj	2188	20	128	Drama	0	Nirmala Movietone	Rahul|Kanchan|Deepak Shirke|Bharat Kapoor	Rajesh Mittal	Rajesh Mittal	Bappi Lahiri	Deepak Sneh|Indeevar|O.P. Singh	Rajesh Mittal	none	none
2010	A Death In The Gunj	3540	100	107	Drama	0	MacGuffin Pictures|Moh Maya Films|Studioz iDrream	Gulshan Devaiya|Tillotama Shome|Vikrant Massey|Kalki Koechlin	Konkona Sen Sharma	Vijay Kumar Swami|Ashish Bhatnagar|Abhishek Chaubey|Raagii Bhatnagar|Honey Trehan	Sagar Desai	none	none	none	none
2011	Masti Express	779	125	111	Drama	0	Brainwave Productions	Rajpal Yadav|Divya Dutta|Johny Lever|Razzak Khan	Vikram Pradhan	Vikram Pradhan	Chinar-Mahesh	Manoj Yadav	Vikram Pradhan	Vikram Pradhan	Bunty Rathore
2012	Sahi Dhandhe Galat Bande	824	350	120	Drama	0	Very Fishy Films	Parvin Dabas|Vansh Bhardwaj|Ashish Nayyar|Kuldeep Ruhil	Pravin Dabbas	Preeti Jhangiani	Siddharth-Suhas|Dhruv Dhalla	Kumaar|Seema Saini	Pravin Dabbas	none	none
2013	Barkhaa	2813	625	131	Romance	0	Essel Vision Productions Ltd.|Zahara Productions	Sara Loren|Taaha Shah|Priyanshu Chatterjee|Shweta Pandit	Shadaab Mirza	Shabana Hashmi	Amjad-Nadeem	Sameer|Shadab Akhtar	Lawrence John|Shadaab Mirza	none	none
2014	Shadow	1096	225	138	Thriller	0	Great Entertainments	Naseer Khan|Sonali Kulkarni|Milind Soman|Hrishita Bhatt	Rohit Nayyar	Naseer Khan|Shamshad Alam	Anand Raj Anand	Anjan Saagari|Satya Prakash|Anand Raj Anand	none	none	none
2015	Damadamm!	851	225	120	Comedy	0	HR Musik	Himesh Reshammiya|Purbi Joshi|Sonal Sehgal|Rajesh Khattar	Swapna Joshi	Himesh Reshammiya	Himesh Reshammiya	Shabbir Ahmed|Sameer|Himesh Reshammiya	Himesh Reshammiya	none	none
2016	Badlapur Boys	2477	575	151	Drama	0	Karrm Movies	Nishan Nanaiah|Saranya Mohan|Annu Kapoor|Kishori Shahane	Shailesh Verma	none	Sachin Gupta|Shamir Tandon|Raju Sardar	Sameer	Shailesh Verma	Shailesh Verma	none
2017	Sadiyaan	120	400	155	Drama	0	Inderjit Films Combine	Hema Malini|Rekha|Rishi Kapoor|Luv Sinha	Raj Kanwar	Raj Kanwar	Adnan Sami	Sameer	Raj Kanwar	Raj Kanwar	Javed Siddique
2018	Bas Ek Pal	361	70	125	Drama	0	Movies & More|Paramhans Creations	Juhi Chawla|Urmila Matondkar|Jimmy Shergill|Sanjay Suri	Onir	Manohar P. Kanungo|Sailesh R. Singh	Vivek Philip|Pritam|Mithoon	Amitabh Verma	none	none	none
2019	3 Deewarein	1195	15	106	Drama	0	Metalight Productions Pvt. Ltd.|SIC Productions	Naseeruddin Shah|Jackie Shroff|Juhi Chawla|Nagesh Kukunoor	Nagesh Kukunoor	none	Salim-Sulaiman	none	Nagesh Kukunoor	Nagesh Kukunoor	Nagesh Kukunoor
